,Year,Agency Name,Vendor Name,Vendor Zip,Amount
23819,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WEIS PHARMACY #172,17801,1623111
23834,2009,MARYLAND AVIATION ADMINISTRATION,PENNSYLVANIA STATE UNIVERSITY,16802,4995
23847,2009,DEPARTMENT OF HUMAN RESOURCES,FRANCIS J FISHBURNE,20848,42458
23858,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CHEVRON ENERGY SOLUTIONS COMPANY,91189,102130
23876,2009,MARYLAND PORT ADMINISTRATION,K & L GATES,20006,483765
23878,2009,STATE HIGHWAY ADMIN,JOS B FAY CO,15076,3431971
23880,2009,DEPARTMENT OF HUMAN RESOURCES,PRESSLEY RIDGE,44193,8196383
23883,2009,BALTIMORE CITY COMMUNITY COLLEGE,CARNEGIE MELLON ROBOTICS ACADEMY,15201,3100
23885,2009,STATE HIGHWAY ADMIN,PENN LINE SERVICE INC,15683,913042
23886,2009,STATE HIGHWAY ADMIN,CHARLES J MERLO INC,15942,828535
23887,2009,OFFICE OF THE PUBLIC DEFENDER,COLUMBIA GAS,45274,394142
23892,2009,STATE HIGHWAY ADMIN,COLUMBIA GAS,40290,17752082
23895,2009,DEPARTMENT OF HUMAN RESOURCES,COLUMBIA GAS,15478,1778781
23901,2009,STATE TREASURER'S OFFICE,KEYSTONE LIME CO INC,15562,6318049
23906,2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,BURT HILL KOSAR RITTELMANN ASSOC,16001,2465090
23908,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"ST MORITZ BUILDING SERVICES, INC",15701,1912523
23909,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,BOLGER BROTHERS INC,16601,47227
23910,2009,STATE HIGHWAY ADMIN,P & W EXCAVATING INC,17233,883066
23912,2009,STATE HIGHWAY ADMIN,MICHAEL BAKER JR INC,15009,2542287
23917,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,WASHINGTON REALTY COMPANY INC,15203,428505
23918,2009,STATE HIGHWAY ADMIN,KTA-TATOR INC,15275,310252
23923,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,PJ DICK INCORPORATED,15227,2163151
23925,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AUTOMATED SECURITY ALERT INC,15120,78260
23928,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,CUMBERLAND MANOR ASSOCIATES,15317,409624
23929,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,KEYSTONE FOAM CORPORATION,15661,90033
23938,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"MORAL,WELFARE AND RECREATION",20670,28181
23941,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,"CHESTNUT RIDGE FOAM, INC",15907,61463
23944,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,EDINBORO UNIV OF PA,16444,133068
23947,2009,STATE HIGHWAY ADMIN,ALPHA SPACE CONTROL CO INC,17222,158592
23950,2009,DEPARTMENT OF GENERAL SERVICES,GANNETT FLEMING INC,27011,181383
23951,2009,STATE HIGHWAY ADMIN,GANNETT FLEMING INC,17011,1498368
23969,2009,STATE BOARD OF ELECTIONS,DIGITAL INK INC,17019,1024060
23974,2009,BALTIMORE CITY COMMUNITY COLLEGE,POCKET NURSE ENTERPRISES INC,60686,1193506
23975,2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,POCKET NURSE ENTERPRISES INC,15225,47514
23976,2009,MARYLAND TRANSIT ADMINISTRATION,GE TRANSPORTATION SYSTEMS GLOBAL SIGNALING LLC,21737,2611466
23977,2009,DEPARTMENT OF JUVENILE SERVICES,SUMMIT SCHOOL INC,16039,131922
23980,2009,DEPARTMENT OF INFORM TECHNOLOGY - CAP,UNITED RIGGERS INC,15931,2957936
23981,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MASCARO CONSTRUCTION COMPANY LP,15233,3420292
23983,2009,STATE HIGHWAY ADMIN,MEADVILLE LAND SERVICE INC,16335,49462
23984,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,QUALITY PLUMBING PARTS INC.,33762,37227
23985,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTHCARE DATA COM LLC,17050,323306
23988,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MILLENNIUM PHARMACY SYSTEMS INC,15090,2124259
23989,2009,MARYLAND FOOD CENTER AUTHORITY,TRAC,17033,26947
23990,2009,MARYLAND STATE POLICE,CYBERGENETICS CORP,15241,138000
24000,2009,DEPARTMENT OF NATURAL RESOURCES,LAUREL HILL TROUT FARM INC,15557,85100
24006,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AMICI'S ORTHO AND PROSTHETICS INC,21047,2039808
24007,2009,MARYLAND PUBLIC TELEVISION,FABLEVISION,02210,214784
24040,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ZEBRA ENGINEERRING CONTROLS INC,20019,299251
24041,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ZEBRA ENGINEERRING CONTROLS INC,20003,66478
24061,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MANOR CARE HEALTH SERVICES-DULANEY,43260,70776518
24078,2009,MARYLAND TRANSIT ADMINISTRATION,NEOPART LLC,19344,1980242
24091,2009,DEPARTMENT OF GENERAL SERVICES,UNIVERSAL SERVICES PROVIDER LLC,20616,290924
24098,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,THEMBA CREATIVE LEARNING CENTER LLC,20018,3178495
24122,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,WALKER MEWS PRESERVATION LP,10019,1297696
24123,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,KIRKWOOD HOUSE PRESERVATION LP,46240,6320759
24127,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CAPITOL MEDICAL CENTER LLC,20024,328463
24140,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RONALD B MONTANO DDS PC,80906,53918
24141,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RATNAVALI KOLLA MD,20830,28223
24151,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MED ONE DBA THURMONT PHARMACY,21788,2175436
24155,2009,MOTOR VEHICLE ADMINSTRATION,"USCIS, VERIFICATION DIV.",05495,33022
24175,2009,MILITARY DEPARTMENT,CLASSROOM FURNITURE.COM,33401,1229454
24177,2009,STATE HIGHWAY ADMIN,M & R MANAGEMENT LLC,21645,1762336
24202,2009,STATE HIGHWAY ADMIN,RAM & SABRA WANG JV,20165,537526
24229,2009,MARYLAND PUBLIC TELEVISION,THIRD RAIL PRODUCTIONS LLC,22041,245330
24233,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"MANSOUR INVESTMENTS ,LLC",22046,30779
24235,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WINFRED R LEWIS,21874,701744
24247,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,STRONG SOLUTIONS LLC,20714,1670937
24249,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HOSE PHARMACIES INC,21782,125347
24266,2009,DEPARTMENT OF INFORMATION TECHNOLOGY,3C COMPUTER SOLUTIONS INC,20132,130308
24275,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WELLINGTON APOTHECARY,20017,3288996
24297,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SANTEON INC,22312,482549
24301,2009,COMPTROLLER OF MARYLAND,BRANDON ALT % LINS ALT,45342,844961
24306,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JEREMY A HERSCHLER,21557,153066
24329,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MEDMARK INC,15106,45402
24333,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EVERCARE HOSPICE INC REGION 01,19034,999892
24341,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,WASHINGTON EYE SPECIALISTS,20191,819327
24349,2009,STATE HIGHWAY ADMIN,ROCAL INC,45628,148164
24351,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ZANER-BLOSER EDUCATIONAL PUBLISHERS,43218,291184
24353,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,BYWATER MUTUAL HOMES INC SECTION 1,20816,3579899
24355,2009,DEPARTMENT OF GENERAL SERVICES- CAPITAL,EXHIBIT CONCEPTS INC,45377,283275
24357,2009,DEPARTMENT OF JUVENILE SERVICES,SOUTHWEST INDIANA REGIONAL YOUTH VILLAGE,47591,379410
24358,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,NATIONAL CHURCH RESIDENCES OF MD INC,43220,472620
24363,2009,MARYLAND AVIATION ADMINISTRATION,LANDRUM & BROWN INCORPORATED,45069,865610
24377,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,VOCA,40223,2104671
24378,2009,STATE HIGHWAY ADMIN,AHERN & ASSOCIATES INC,25309,4852726
24380,2009,MARYLAND STATE LOTTERY AGENCY,THE LOTTERY CORPORATION,45202,50348
24387,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,JENNY CORPORATION,34229,325488
24390,2009,MARYLAND STADIUM AUTHORITY,LSI GRAPHIC SOLUTIONS PLUS GMC OH,60667,32500
24391,2009,MD DEPARTMENT OF PLANNING,LOWER SUSQUEHANNA HERITAGE GREENWAY INC,21034,396109
24396,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,THE MEDICAL CLINIC,21035,132111
24399,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,PROVIDER SYNERGIES,45040,898727
24411,2009,DEPARTMENT OF HUMAN RESOURCES,"FOUNDATIONS FOR HOME AND COMMUNITY, INC.",23704,2664729
24416,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CINTAS CORPORATION #029,60678,187511
24419,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,CINTAS CORPORATION #029,45263,331009
24423,2009,STATE HIGHWAY ADMIN,TKC A JOINT VENTURE,23452,480000
24425,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CARDINAL HEALTH- SWEDESBORO DIV.,08085,71898
24434,2009,DEPARTMENT OF JUVENILE SERVICES,ONE IN 37 RESEARCH INC,97209,86012
24443,2009,MARYLAND TRANSIT ADMINISTRATION,SEDIA INC,53209,8149741
24446,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INGERMAN AFFORDABLE HOUSING INC.,08002,275754
24449,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NAVIGATOR HEALTH MGMT SOLUTIONS INC,37067,30248
24454,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CBL PATH INC,53226,49926
24463,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARYLAND INPATIENT MEDICINE ASSOCIATES,30355,150590
24471,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GORDIAN MEDICAL INC,92614,45952
24477,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,APRIA HEALTHCARE INC,92630,500523
24479,2009,DEPARTMENT OF HUMAN RESOURCES,HARCOURT ACHIEVE,32887,4787
24484,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,SAGEM MORPHO INC,98402,1092332
24485,2009,MILITARY DEPARTMENT,CRYOTECH DEICING TECHNOLOGY,52627,1515060
24487,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FFF ENTERPRISES INC,90084,4276451
24489,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,UNION SUPPLY COMPANY,90224,1983094
24490,2009,BOARDS COMMISSIONS & OFFICES,ROTH STAFFING COMPANIES INC,90074,575010
24492,2009,MARYLAND PUBLIC TELEVISION,EDGEWISE MEDIA INC,92867,87169
24496,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,GOOD SOURCE SOLUTIONS INC,92008,195459
24498,2009,COMPTROLLER OF MARYLAND,GOVERNMENTJOBS.COM INC,90245,36693
24504,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,JENMAX FOODS LLC,92056,34484
24516,2009,COMPTROLLER OF MARYLAND,HILL COUNTRY COMPUTER,75074,107910
24531,2009,MARYLAND PORT ADMINISTRATION,VIRGINIA HARBOR SERVICES INC,22624,434600
24547,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,JESUS A BURBANO MD LLC,20911,1095093
24551,2009,STATE TREASURER'S OFFICE,C NEMEC INC,21160,575237
24554,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FREESTATE MEDICAL SUPPLY INC,22032,1652406
24563,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,NEW BEGINNINGS CAPITAL PARTNERSHIP LLC,78240,36646
24570,2009,MARYLAND TRANSIT ADMINISTRATION,BDI,44101,191442
24606,2009,MARYLAND TRANSIT ADMINISTRATION,SWIGER COIL SYSTEMS INC,44135,165554
24622,2009,MARYLAND STADIUM AUTHORITY,TENABLE PROTECTIVE SERVICES INC,44114,418890
24623,2009,DEPARTMENT OF NATURAL RESOURCES,AMERISOCHI INC,44060,113708
24633,2009,MARYLAND TRANSIT ADMINISTRATION,IRON HORSE ENGINEERING CO,44080,42738
24644,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EMERALD MEDICAL SERVICES LLC,20011,937824
24645,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HEALTH CARE & RETIREMENT CORPORATION OF AMERICA,43699,269548
24648,2009,MOTOR VEHICLE ADMINSTRATION,CUMMINS ALLISON CORP,60056,72960
24656,2009,MARYLAND INSURANCE ADMINISTRATION,MEDICAL PROTECTIVE,46835,2017346
24657,2009,MARYLAND STATE RETIREMENT AGENCY,ICE MILLER,46266,58422
24659,2009,BALTIMORE CITY COMMUNITY COLLEGE,ICE MILLER,46282,2508
24661,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MAYER-PAETZ,46206,221154
24662,2009,COLLEGE SAVINGS PLANS OF MARYLAND,RICHARD M KAYE & ASSOCIATES,48226,53000
24663,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,OXFORD KIRKWOOD ASSCOCIATES #38930,29602,3162296
24668,2009,MARYLAND STADIUM AUTHORITY,PETROLEUM TRADERS CORPORATION,46804,6479348
24684,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HILL-ROM COMPANY INC,29405,178132
24687,2009,STATE HIGHWAY ADMIN,TREE PRO LLC,47906,78006
24688,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,UNIVERSITY LOFT COMPANY,46140,1156196
24689,2009,PUBLIC SERVICE COMMISSION,STANLEY SECURITY SOLUTIONS INC,46250,88415
24702,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,CORESOURCE INC,17608,453253
24704,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,"HOLDSWORTH NORTH AMERICA, INC",46241,43353
24706,2009,MARYLAND TRANSIT ADMINISTRATION,"PREMIUM TRANSIT SERV, INC",46680,229770
24707,2009,MILITARY DEPARTMENT,ENERGY SYSTEMS GROUP LLC,47630,1109372
24718,2009,STATE HIGHWAY ADMIN,POTOMAC CONSTRUCTORS LLC,53577,7685578
24720,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,WESTIN NIELSEN,55110,92963
24735,2009,COMPTROLLER OF MARYLAND,UNIVERSAL ADAPTIVE CONSULTING SERVICES INC,23226,241758
24769,2009,PUBLIC SERVICE COMMISSION,W W GRAINGER INC,60038,1219952
24800,2009,DEPARTMENT OF HUMAN RESOURCES,WALGREEN COMPANY,60015,24758
24803,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BERNARD FOOD INDUSTRIES INC,60204,143477
24806,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,APHSA,20002,41416933
24809,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,ELLERSLIE AFTER SCHOOL PROGRAM,21529,441939
24812,2009,MARYLAND STADIUM AUTHORITY,LERCH BATES INC,80122,29423
24813,2009,COMPTROLLER OF MARYLAND,2009 FTA ANNUAL TOBACCO TAX CONFERENCE,94279,30607
24814,2009,DEPARTMENT OF GENERAL SERVICES,KONE INC,61266,546011
24819,2009,MARYLAND TRANSIT ADMINISTRATION,MOHAWK MFG & SUPPLY CO,60714,125026
24820,2009,MILITARY DEPARTMENT,JOHN DEERE COMPANY,27513,16836
24825,2009,EXECUTIVE DEPT OFFICE OF THE GOVERNOR,UNITED PARCEL SERVICE,75006,584290
24863,2009,BALTIMORE CITY COMMUNITY COLLEGE,SPSS INC,60606,654502
24896,2009,MARYLAND TRANSIT ADMINISTRATION,DELLNER COUPLERS INC,28273,168554
24898,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,XXI OFFICE PLAZA ASSOCIATES,33140,83929
24900,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BRIGGS CORP,50305,73330
24910,2009,DEPARTMENT OF GENERAL SERVICES,ASAP SOFTWARE,60089,42819
24934,2009,STATE DEPT OF ASSESSMENTS & TAXATION,SOFTWARE TECHNIQUES INC,32789,1067065
24935,2009,MARYLAND TRANSIT ADMINISTRATION,METRO MFG. & SUPPLY,19063,484808
24936,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,COMPUTER PROJECTS OF ILLINOIS,60440,256098
24938,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,STERICYCLE INC,06457,2735
24945,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,US FOOD SERVICE,23501,154609
24952,2009,MARYLAND TRANSIT ADMINISTRATION,MUNCIE RECLAMATION & SUPPLY CO,46863,615338
24953,2009,MARYLAND AVIATION ADMINISTRATION,RICONDO & ASSOCIATES INC,60602,140875
24958,2009,MARYLAND DEPT. OF VETERANS AFFAIRS,TRU GREEN CHEMLAWN,19804,3791122
24974,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,INTERNATIONAL CODES COUNCIL,60478,67416
24975,2009,DEPARTMENT OF HUMAN RESOURCES,ROYAL PERFORMANCE GROUP,60532,31859
24976,2009,MARYLAND TRANSIT ADMINISTRATION,PENN MACHINE COMPANY,15905,875015
24978,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MORTON GROVE PHARM INC,60053,32030
24985,2009,MARYLAND AVIATION ADMINISTRATION,CANNON HYGIENE INC,30096,152251
24994,2009,STATE BOARD OF ELECTIONS,SABER SOFTWARE INC,97201,1512212
25035,2009,DEPARTMENT OF HUMAN RESOURCES,ATLANTIC SERVICES GROUP INC,20037,94526
25037,2009,DEPARTMENT OF HUMAN RESOURCES,NEIGHBOR TO FAMILY INC,32114,1004193
25039,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,ORASURE TECH INC,48267,1085742
25042,2009,STATE HIGHWAY ADMIN,GEOTRACK/GPI-A JOINT VENTURE,60045,303305
25043,2009,DEPARTMENT OF HUMAN RESOURCES,CAMELOT,78620,38781
25044,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EDGE SYSTEMS LLC,60555,209926
25048,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,CVS PHARMACY #2216,12065,9717
25052,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SHERIDAN ANES SERVICES MD,33345,145048
25058,2009,BOARD OF PUBLIC WORKS,COUNCIL OF STATE GOVERNMENTS,40578,169058
25059,2009,COMPTROLLER OF MARYLAND,COUNCIL OF STATE GOVERNMENTS,40503,87534
25069,2009,COMPTROLLER OF MARYLAND,LEVI RAY & SHOUP INC,62704,124538
25072,2009,"DEPARTMENT OF LABOR, LICENSING & REG.",TESTING COMPONENTS CORP,14850,55872
25107,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,PUMPKIN GENIUS LLC,21662,161045
25112,2009,MILITARY DEPARTMENT,BOBCAT CO AKA CLARK EQUIPMENT CO,58078,82129
25128,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,ESSEX COOPERATIVE APARTMENTS,48237,1185233
25129,2009,CAPITAL PROJECTS- UNIVERSITY OF MARYLAND,BARTON MALOW COMPANY,48034,5785147
25130,2009,OFFICE OF PEOPLES COUNSEL,KELLY SERVICES INC,48084,1024586
25150,2009,DEPARTMENT OF BUDGET AND MANAGEMENT,GABRIEL ROEDER SMITH AND COMPANY,48278,1175331
25153,2009,MARYLAND TRANSIT ADMINISTRATION,HEGENSCHEIDT CORP,48311,38967
25155,2009,COMPTROLLER OF MARYLAND,COMPUWARE CORPORATION,48264,852545
25158,2009,MARYLAND TRANSIT ADMINISTRATION,INLAND WATERS POLLUTION CONT  TROL INC,48217,1441881
25159,2009,STATE HIGHWAY ADMIN,CIBER INC,80291,191972
25160,2009,MARYLAND AVIATION ADMINISTRATION,LIMNO-TECH INC,48108,99017
25161,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,FACING ALCOHOL CONCERNS,48617,31829
25162,2009,MARYLAND TRANSIT ADMINISTRATION,MIDWEST BUS CORP,48867,55358
25167,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CSV SALES INC,48170,42178
25168,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,MAXIMA SUPPLY LLC,48842,1553328
25206,2009,STATE HIGHWAY ADMIN,UTILITY EQUIPMENT LEASING CORP,53288,7239243
25210,2009,COMPTROLLER OF MARYLAND,OSI COLLECTION SERVICES INC,53008,473153
25222,2009,MARYLAND STADIUM AUTHORITY,LAB SAFETY SUPPLY INC,53546,27530
25224,2009,STATE HIGHWAY ADMIN,LAB SAFETY SUPPLY INC,53547,25563
25251,2009,PUBLIC SERVICE COMMISSION,INFOSOFT GROUP DBA DCJOBS.COM,53202,295
25258,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,AMATEUR ELECTRONIC SUPPLY,44092,29904
25265,2009,STATE HIGHWAY ADMIN,SAFETY KLEEN SYSTEMS INC,75024,737282
25272,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,DR HUYNH HUYNH,29205,39460
25278,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,TARGET GIFTCARD TEAM,55416,3541113
25279,2009,DEPARTMENT OF HUMAN RESOURCES,TARGET GIFTCARD TEAM,55459,9218
25293,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HAZELDEN PUB & EDU,55012,35662
25294,2009,MARYLAND AVIATION ADMINISTRATION,USDA/APHIS,63197,220005
25303,2009,DEPT OF BUSINESS & ECONOMIC DEVELOPMENT,US POSTAL SERVICES,94301,50534
25304,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,UNIVERSAL HOSPITAL SERVICES INC,55486,1438403
25305,2009,MARYLAND TRANSIT ADMINISTRATION,L&M RADIATOR,55746,512922
25311,2009,MD DEPARTMENT OF AGRICULTURE,BAILEY NURSERIES INC,55119,48775
25312,2009,STATE HIGHWAY ADMIN,ABHE & SVOBODA INC,55372,93344
25313,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MCKESSON MEDICAL SURGICAL MEDIMART,55427,71980
25316,2009,MARYLAND DEPT. OF VETERANS AFFAIRS,OFFICE EQUIPMENT FINANCE SERVICES,63179,280366
25323,2009,OFFICE OF THE PUBLIC DEFENDER,THOMSON ELITE,90051,1856136
25367,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BIOSCRIP PHARMACY INC,55344,1590658
25369,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,INGENIX SUBROGATION SERVICES,84127,126513
25370,2009,MD DEPARTMENT OF AGRICULTURE,FINANCIAL SERVICES MGT CORP  SENIORS ACCOUNT,56253,109491431
25372,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,ACTIVSTYLE INC,55411,52286
25377,2009,MILITARY DEPARTMENT,SHAVLIK TECHNOLOGIES,55113,104616
25381,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MARY T MARYLAND,55448,184392
25396,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,BEST BUY GOV LLC,55423,12565
25424,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,I F M C,50266,197879
25425,2009,DEPARTMENT OF NATURAL RESOURCES,SABRE COMMUNICATIONS CORP,51111,141474
25430,2009,DEPARTMENT OF HUMAN RESOURCES,CLARINDA YOUTH CORP/DBA CLARINDA YOUTH ACADEMY,51632,943949
25432,2009,DEPARTMENT OF JUVENILE SERVICES,WOODWARD YOUTH CORP,50276,382626
25433,2009,STATE HIGHWAY ADMIN,L J ENTERPRISES,20732,1390233
25436,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,EASTERN CRANIAL AFFILIATES LLC,22311,30297
25457,2009,STATE HIGHWAY ADMIN,SUMTOTAL SYSTEMS INC,94139,15987493
25467,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,RCP OF PRINCE FREDERICK,33655,1909562
25481,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MORTUARY SUPPORT SERVICES LLC,20090,31085707
25497,2009,MARYLAND TRANSIT ADMINISTRATION,TRANSYSTEMS CORPORATION,64141,606429
25500,2009,DEPARTMENT OF JUVENILE SERVICES,INTOXIMETERS,63114,63128
25504,2009,MD DEPARTMENT OF AGRICULTURE,BIOMERIEUX INC,63150,211331
25507,2009,MARYLAND STATE DEPARTMENT OF EDUCATION,LA PETITE ACADEMY INC,60661,340919
25508,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,CORRECTIONAL MEDICAL SYSTEMS,60689,78491520
25510,2009,STATE TREASURER'S OFFICE,ENTERPRISE RENT A CAR,20703,245344
25516,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HOME DELIVERY INCONTINENT,63132,29870
25517,2009,PUBLIC SERVICE COMMISSION,OCI RESOURCES INC,66211,319190
25529,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,KUSTOM SIGNALS INC,66720,14700
25535,2009,MARYLAND STADIUM AUTHORITY,FRED PRYOR SEMINARS/CAREER TRACK,64121,66196
25544,2009,DEPT OF PUBLIC SAFETY & CORRECTIONAL SVC,KEEFE GROUP/ACCESS CATALOG,63178,4020737
25545,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,US NETCOM CORP INC,64801,32852
25552,2009,STATE HIGHWAY ADMIN,AERO ENERGY,17350,14972
25559,2009,MARYLAND PORT ADMINISTRATION,ADESTA LLC,68102,3496416
25560,2009,DEPT OF HOUSING & COMMUNITY DEVELOPMENT,MEDESO MANOR APTS LLC,08527,467668
25577,2009,OFFICE OF THE PUBLIC DEFENDER,"ROSSER, LLC",10604,551570
25586,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,MILESTONE MEDICAL SERVICES,20787,108005
25590,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,SEASONS HOSPICE & PALLIATIVE CARE OF MARYLAND,60016,5277482
25591,2009,MILITARY DEPARTMENT,DLD CONTRACTING LLC,21057,120218
25594,2009,STATE HIGHWAY ADMIN,BOWLES ENTERPRISES LLC,20656,75003
25601,2009,OFFICE OF DEAF AND HARD OF HEARING,CSD,57103,30663
25617,2009,DEPARTMENT OF JUVENILE SERVICES,RECLAIMING YOUTH INTERNATIONAL,57039,45264
25626,2009,DEPARTMENT OF BUDGET AND MANAGEMENT,HAMILTON TELEPHONE COMPANY,68818,5137399
25628,2009,DEPARTMENT OF HEALTH AND MENTAL HYGIENE,HDR ARCHITECTURE INC,68114,60623
